"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","Token_ID","Method"
"0x8606820462d827b4f5886c60056ccb3bff03933ec22e6ca7c6ff27c3f22aaa82","15655927","1664659055","2022-10-01 21:17:35","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x46704d605748679934e2e913ec9c0db8decc6cac","5", "Settle Current And Create New Auction"
"0x8606820462d827b4f5886c60056ccb3bff03933ec22e6ca7c6ff27c3f22aaa82","15655927","1664659055","2022-10-01 21:17:35","0x0000000000000000000000000000000000000000","0x68136bf5db4407dd599960585da9b7746ecf567f","6", "Settle Current And Create New Auction"
"0x8606820462d827b4f5886c60056ccb3bff03933ec22e6ca7c6ff27c3f22aaa82","15655927","1664659055","2022-10-01 21:17:35","0x68136bf5db4407dd599960585da9b7746ecf567f","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","6", "Settle Current And Create New Auction"
"0x6df30d8918cf7c4a89e0082e8b038666a31cfbe267713dfd977505ca9791941c","15659684","1664704343","2022-10-02 09:52:23","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x44905fc26d081a23b0758f17b5ced1821147670b","6", "Settle Current And Create New Auction"
"0x6df30d8918cf7c4a89e0082e8b038666a31cfbe267713dfd977505ca9791941c","15659684","1664704343","2022-10-02 09:52:23","0x0000000000000000000000000000000000000000","0x68136bf5db4407dd599960585da9b7746ecf567f","7", "Settle Current And Create New Auction"
"0x6df30d8918cf7c4a89e0082e8b038666a31cfbe267713dfd977505ca9791941c","15659684","1664704343","2022-10-02 09:52:23","0x68136bf5db4407dd599960585da9b7746ecf567f","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","7", "Settle Current And Create New Auction"
"0x0bcb175a6aa475fb4bf728bae2b06b866f2b6c57efc436e2426d9a7df8bc7fe3","15663354","1664748551","2022-10-02 22:09:11","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x44905fc26d081a23b0758f17b5ced1821147670b","7", "Settle Current And Create New Auction"
"0x0bcb175a6aa475fb4bf728bae2b06b866f2b6c57efc436e2426d9a7df8bc7fe3","15663354","1664748551","2022-10-02 22:09:11","0x0000000000000000000000000000000000000000","0x68136bf5db4407dd599960585da9b7746ecf567f","8", "Settle Current And Create New Auction"
"0x0bcb175a6aa475fb4bf728bae2b06b866f2b6c57efc436e2426d9a7df8bc7fe3","15663354","1664748551","2022-10-02 22:09:11","0x68136bf5db4407dd599960585da9b7746ecf567f","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","8", "Settle Current And Create New Auction"
"0x279a0e043ae63d95974d6438e39f9066df2c4cf5e64095b2c31750ddbd569040","15667246","1664795531","2022-10-03 11:12:11","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0xd26a3f686d43f2a62ba9eae2ff77e9f516d945b9","8", "Settle Current And Create New Auction"
"0x279a0e043ae63d95974d6438e39f9066df2c4cf5e64095b2c31750ddbd569040","15667246","1664795531","2022-10-03 11:12:11","0x0000000000000000000000000000000000000000","0x68136bf5db4407dd599960585da9b7746ecf567f","9", "Settle Current And Create New Auction"
"0x279a0e043ae63d95974d6438e39f9066df2c4cf5e64095b2c31750ddbd569040","15667246","1664795531","2022-10-03 11:12:11","0x68136bf5db4407dd599960585da9b7746ecf567f","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","9", "Settle Current And Create New Auction"
"0xca33eb16ec68563390f8477374d27be564331fc7ec0f319e64868c16732a116c","15670947","1664840207","2022-10-03 23:36:47","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x44905fc26d081a23b0758f17b5ced1821147670b","9", "Settle Current And Create New Auction"
"0xca33eb16ec68563390f8477374d27be564331fc7ec0f319e64868c16732a116c","15670947","1664840207","2022-10-03 23:36:47","0x0000000000000000000000000000000000000000","0x68136bf5db4407dd599960585da9b7746ecf567f","10", "Settle Current And Create New Auction"
"0xca33eb16ec68563390f8477374d27be564331fc7ec0f319e64868c16732a116c","15670947","1664840207","2022-10-03 23:36:47","0x68136bf5db4407dd599960585da9b7746ecf567f","0x68136bf5db4407dd599960585da9b7746ecf567f","10", "Settle Current And Create New Auction"
"0xca33eb16ec68563390f8477374d27be564331fc7ec0f319e64868c16732a116c","15670947","1664840207","2022-10-03 23:36:47","0x0000000000000000000000000000000000000000","0x68136bf5db4407dd599960585da9b7746ecf567f","11", "Settle Current And Create New Auction"
"0xca33eb16ec68563390f8477374d27be564331fc7ec0f319e64868c16732a116c","15670947","1664840207","2022-10-03 23:36:47","0x68136bf5db4407dd599960585da9b7746ecf567f","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","11", "Settle Current And Create New Auction"
"0xe9c228049e7b7b96f8ad4b80627f6f8131008c1f324a422182fad8fb5d801c4c","15674639","1664884907","2022-10-04 12:01:47","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x09988e9aeb8c0b835619305abfe2ce68fea17722","11", "Settle Current And Create New Auction"
"0xe9c228049e7b7b96f8ad4b80627f6f8131008c1f324a422182fad8fb5d801c4c","15674639","1664884907","2022-10-04 12:01:47","0x0000000000000000000000000000000000000000","0x68136bf5db4407dd599960585da9b7746ecf567f","12", "Settle Current And Create New Auction"
"0xe9c228049e7b7b96f8ad4b80627f6f8131008c1f324a422182fad8fb5d801c4c","15674639","1664884907","2022-10-04 12:01:47","0x68136bf5db4407dd599960585da9b7746ecf567f","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","12", "Settle Current And Create New Auction"
"0x76445580ed3aee5892bcf3cb4172c617c839e952e649a81cf13bbdd521b2c3d1","15675616","1664896751","2022-10-04 15:19:11","0x68136bf5db4407dd599960585da9b7746ecf567f","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","10", "Transfer From"
"0x597431fce49474c7240e760713e47dc3a52974007ba9cc37700aa1bc23ebe495","15678263","1664928827","2022-10-05 00:13:47","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x596a3622f530bf8d7b5ecbc869aa76c00e9d3ed2","12", "Settle Current And Create New Auction"
"0x597431fce49474c7240e760713e47dc3a52974007ba9cc37700aa1bc23ebe495","15678263","1664928827","2022-10-05 00:13:47","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","13", "Settle Current And Create New Auction"
"0x597431fce49474c7240e760713e47dc3a52974007ba9cc37700aa1bc23ebe495","15678263","1664928827","2022-10-05 00:13:47","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","13", "Settle Current And Create New Auction"
"0x1eab0ff649bace4036817ac1cb3c87f988dcc6eb995ecdb330231ea3e0290f8d","15681962","1664973659","2022-10-05 12:40:59","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x8afdb350650e659c3d8cb892afbb989b785a172d","13", "Settle Current And Create New Auction"
"0x1eab0ff649bace4036817ac1cb3c87f988dcc6eb995ecdb330231ea3e0290f8d","15681962","1664973659","2022-10-05 12:40:59","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","14", "Settle Current And Create New Auction"
"0x1eab0ff649bace4036817ac1cb3c87f988dcc6eb995ecdb330231ea3e0290f8d","15681962","1664973659","2022-10-05 12:40:59","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","14", "Settle Current And Create New Auction"
"0xf7cb7b746406795e4959e430f7c4818bb04ee8753d7799366eb45cdbe144366c","15685617","1665017699","2022-10-06 00:54:59","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0xe04885c3f1419c6e8495c33bdcf5f8387cd88846","14", "Settle Current And Create New Auction"
"0xf7cb7b746406795e4959e430f7c4818bb04ee8753d7799366eb45cdbe144366c","15685617","1665017699","2022-10-06 00:54:59","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","15", "Settle Current And Create New Auction"
"0xf7cb7b746406795e4959e430f7c4818bb04ee8753d7799366eb45cdbe144366c","15685617","1665017699","2022-10-06 00:54:59","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","15", "Settle Current And Create New Auction"
"0x17c70f5c800d5f86356327bd78f435723bf5f6459c54789eea7746a59ffd3c0a","15689278","1665061943","2022-10-06 13:12:23","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0xec9a65d2515a1b4de8497b9c5e43e254b1ebf93a","15", "Settle Current And Create New Auction"
"0x17c70f5c800d5f86356327bd78f435723bf5f6459c54789eea7746a59ffd3c0a","15689278","1665061943","2022-10-06 13:12:23","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","16", "Settle Current And Create New Auction"
"0x17c70f5c800d5f86356327bd78f435723bf5f6459c54789eea7746a59ffd3c0a","15689278","1665061943","2022-10-06 13:12:23","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","16", "Settle Current And Create New Auction"
"0x786401cc7fe814a46c6e93df4037773500d77238ed47f5306b626985163882c1","15692910","1665105767","2022-10-07 01:22:47","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x46704d605748679934e2e913ec9c0db8decc6cac","16", "Settle Current And Create New Auction"
"0x786401cc7fe814a46c6e93df4037773500d77238ed47f5306b626985163882c1","15692910","1665105767","2022-10-07 01:22:47","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","17", "Settle Current And Create New Auction"
"0x786401cc7fe814a46c6e93df4037773500d77238ed47f5306b626985163882c1","15692910","1665105767","2022-10-07 01:22:47","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","17", "Settle Current And Create New Auction"
"0x9a3a14cea08257f5c3418374d57339fe24c0a2467d0417ce2c3972a72f48ed10","15696585","1665150059","2022-10-07 13:40:59","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x09988e9aeb8c0b835619305abfe2ce68fea17722","17", "Settle Current And Create New Auction"
"0x9a3a14cea08257f5c3418374d57339fe24c0a2467d0417ce2c3972a72f48ed10","15696585","1665150059","2022-10-07 13:40:59","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","18", "Settle Current And Create New Auction"
"0x9a3a14cea08257f5c3418374d57339fe24c0a2467d0417ce2c3972a72f48ed10","15696585","1665150059","2022-10-07 13:40:59","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","18", "Settle Current And Create New Auction"
"0x4be1b4b4b37177285cc676f22af13951437a851c971f35962afcf79bfb15157b","15700351","1665195683","2022-10-08 02:21:23","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x77b175d193a19378031f4a81393fc0cbd5cf4079","18", "Settle Current And Create New Auction"
"0x4be1b4b4b37177285cc676f22af13951437a851c971f35962afcf79bfb15157b","15700351","1665195683","2022-10-08 02:21:23","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","19", "Settle Current And Create New Auction"
"0x4be1b4b4b37177285cc676f22af13951437a851c971f35962afcf79bfb15157b","15700351","1665195683","2022-10-08 02:21:23","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","19", "Settle Current And Create New Auction"
"0xc543848fbde11d0172cf71d6e0cf8c57751ef532ac9deac56392b2caa4ce6ea9","15703967","1665239255","2022-10-08 14:27:35","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x0cf30daf2fb962ed1d5d19c97f5f6651f3b691c1","19", "Settle Current And Create New Auction"
"0xc543848fbde11d0172cf71d6e0cf8c57751ef532ac9deac56392b2caa4ce6ea9","15703967","1665239255","2022-10-08 14:27:35","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","20", "Settle Current And Create New Auction"
"0xc543848fbde11d0172cf71d6e0cf8c57751ef532ac9deac56392b2caa4ce6ea9","15703967","1665239255","2022-10-08 14:27:35","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x0bc3807ec262cb779b38d65b38158acc3bfede10","20", "Settle Current And Create New Auction"
"0xc543848fbde11d0172cf71d6e0cf8c57751ef532ac9deac56392b2caa4ce6ea9","15703967","1665239255","2022-10-08 14:27:35","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","21", "Settle Current And Create New Auction"
"0xc543848fbde11d0172cf71d6e0cf8c57751ef532ac9deac56392b2caa4ce6ea9","15703967","1665239255","2022-10-08 14:27:35","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","21", "Settle Current And Create New Auction"
"0xec99b5c46fe73b14c7050dd08b9aa002994ea48af768892f9818ef2c763c3cee","15707597","1665283019","2022-10-09 02:36:59","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0xec0a73cc9b682695959611727da874afd8440c21","21", "Settle Current And Create New Auction"
"0xec99b5c46fe73b14c7050dd08b9aa002994ea48af768892f9818ef2c763c3cee","15707597","1665283019","2022-10-09 02:36:59","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","22", "Settle Current And Create New Auction"
"0xec99b5c46fe73b14c7050dd08b9aa002994ea48af768892f9818ef2c763c3cee","15707597","1665283019","2022-10-09 02:36:59","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","22", "Settle Current And Create New Auction"
"0xf89944d07eb85c010c527eac5cb680e02a4839c80bb06f4ad4ea3d52c70a2a4e","15708366","1665292295","2022-10-09 05:11:35","0x596a3622f530bf8d7b5ecbc869aa76c00e9d3ed2","0xdb587c215626cc38c04f9e283e159f3907791baf","12", "Safe Transfer From"
"0xcdd58db519a099bb1120613c28b3b8139a8d34a1425ac70c1da7ed5f539ea34b","15711401","1665328931","2022-10-09 15:22:11","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x46704d605748679934e2e913ec9c0db8decc6cac","22", "Settle Current And Create New Auction"
"0xcdd58db519a099bb1120613c28b3b8139a8d34a1425ac70c1da7ed5f539ea34b","15711401","1665328931","2022-10-09 15:22:11","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","23", "Settle Current And Create New Auction"
"0xcdd58db519a099bb1120613c28b3b8139a8d34a1425ac70c1da7ed5f539ea34b","15711401","1665328931","2022-10-09 15:22:11","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","23", "Settle Current And Create New Auction"
"0xe756d4046fba36d521dc83437ac73c79faa89501f11e579507fa77fdca6e7221","15715369","1665376739","2022-10-10 04:38:59","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0xd714dd60e22bbb1cbafd0e40de5cfa7bbdd3f3c8","23", "Settle Current And Create New Auction"
"0xe756d4046fba36d521dc83437ac73c79faa89501f11e579507fa77fdca6e7221","15715369","1665376739","2022-10-10 04:38:59","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","24", "Settle Current And Create New Auction"
"0xe756d4046fba36d521dc83437ac73c79faa89501f11e579507fa77fdca6e7221","15715369","1665376739","2022-10-10 04:38:59","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","24", "Settle Current And Create New Auction"
"0x98eccd4b03721384b97eaa9ffc0f3d9a3989437699ce60c92adc7af7f7cb2504","15718974","1665420287","2022-10-10 16:44:47","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x7e2213f499920c35346f3bf881d86748b12c23b4","24", "Settle Current And Create New Auction"
"0x98eccd4b03721384b97eaa9ffc0f3d9a3989437699ce60c92adc7af7f7cb2504","15718974","1665420287","2022-10-10 16:44:47","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","25", "Settle Current And Create New Auction"
"0x98eccd4b03721384b97eaa9ffc0f3d9a3989437699ce60c92adc7af7f7cb2504","15718974","1665420287","2022-10-10 16:44:47","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","25", "Settle Current And Create New Auction"
"0x02d03872e71baa9c338bd07d9d6a7b6de2e5f1689c27f8bec47c173150596a43","15722591","1665463823","2022-10-11 04:50:23","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0xdf290293c4a4d6ebe38fd7085d7721041f927e0a","25", "Settle Current And Create New Auction"
"0x02d03872e71baa9c338bd07d9d6a7b6de2e5f1689c27f8bec47c173150596a43","15722591","1665463823","2022-10-11 04:50:23","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","26", "Settle Current And Create New Auction"
"0x02d03872e71baa9c338bd07d9d6a7b6de2e5f1689c27f8bec47c173150596a43","15722591","1665463823","2022-10-11 04:50:23","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","26", "Settle Current And Create New Auction"
"0x31e3c1f81316ab10ad50534610892d85612b62af715841189fe380a8f3ece45c","15726322","1665508847","2022-10-11 17:20:47","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x72bf7f68edebd58467859d268cd9385a4bbc987d","26", "Settle Current And Create New Auction"
"0x31e3c1f81316ab10ad50534610892d85612b62af715841189fe380a8f3ece45c","15726322","1665508847","2022-10-11 17:20:47","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","27", "Settle Current And Create New Auction"
"0x31e3c1f81316ab10ad50534610892d85612b62af715841189fe380a8f3ece45c","15726322","1665508847","2022-10-11 17:20:47","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","27", "Settle Current And Create New Auction"
"0x90ab4c0523cf20101d74cb61b8dd44fe97e507d97a8d402dce4ace1d037fdd93","15729984","1665553031","2022-10-12 05:37:11","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x397795f9f76c745dbccf823df0b281e98068eb8e","27", "Settle Current And Create New Auction"
"0x90ab4c0523cf20101d74cb61b8dd44fe97e507d97a8d402dce4ace1d037fdd93","15729984","1665553031","2022-10-12 05:37:11","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","28", "Settle Current And Create New Auction"
"0x90ab4c0523cf20101d74cb61b8dd44fe97e507d97a8d402dce4ace1d037fdd93","15729984","1665553031","2022-10-12 05:37:11","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","28", "Settle Current And Create New Auction"
"0x06f8bd1f82b36173d6666cdc8a945e8457b858cd811ec93d824f5636c2cf5f14","15733631","1665597047","2022-10-12 17:50:47","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x1c9f765c579f94f6502acd9fc356171d85a1f8d0","28", "Settle Current And Create New Auction"
"0x06f8bd1f82b36173d6666cdc8a945e8457b858cd811ec93d824f5636c2cf5f14","15733631","1665597047","2022-10-12 17:50:47","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","29", "Settle Current And Create New Auction"
"0x06f8bd1f82b36173d6666cdc8a945e8457b858cd811ec93d824f5636c2cf5f14","15733631","1665597047","2022-10-12 17:50:47","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","29", "Settle Current And Create New Auction"
"0x128f121305f16da070240d73823041a3c45691f8ace20b31ca065c11b6661fde","15737344","1665641747","2022-10-13 06:15:47","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0xfac8588f3bf60e682fcfcf3c38d13073fe084cf7","29", "Settle Current And Create New Auction"
"0x128f121305f16da070240d73823041a3c45691f8ace20b31ca065c11b6661fde","15737344","1665641747","2022-10-13 06:15:47","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","30", "Settle Current And Create New Auction"
"0x128f121305f16da070240d73823041a3c45691f8ace20b31ca065c11b6661fde","15737344","1665641747","2022-10-13 06:15:47","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x3808429e985f0b06878c74089831865e5d82a584","30", "Settle Current And Create New Auction"
"0x128f121305f16da070240d73823041a3c45691f8ace20b31ca065c11b6661fde","15737344","1665641747","2022-10-13 06:15:47","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","31", "Settle Current And Create New Auction"
"0x128f121305f16da070240d73823041a3c45691f8ace20b31ca065c11b6661fde","15737344","1665641747","2022-10-13 06:15:47","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","31", "Settle Current And Create New Auction"
"0x2313ae6c893080f475e652d947e989af32de312b5e4180eb6167cbfddfd1a160","15740977","1665685655","2022-10-13 18:27:35","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x3d7098bf88675f09fb0c1c746dbe41af2686387a","31", "Settle Current And Create New Auction"
"0x2313ae6c893080f475e652d947e989af32de312b5e4180eb6167cbfddfd1a160","15740977","1665685655","2022-10-13 18:27:35","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","32", "Settle Current And Create New Auction"
"0x2313ae6c893080f475e652d947e989af32de312b5e4180eb6167cbfddfd1a160","15740977","1665685655","2022-10-13 18:27:35","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","32", "Settle Current And Create New Auction"
"0x3c5f95e1680800b1aae8dcac99d6be5efe5e848323a43ba9bf0b55ceb53412fc","15745507","1665740375","2022-10-14 09:39:35","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x0e707ab69944829ca6377e8f3aeb0c9709b633f7","32", "Settle Current And Create New Auction"
"0x3c5f95e1680800b1aae8dcac99d6be5efe5e848323a43ba9bf0b55ceb53412fc","15745507","1665740375","2022-10-14 09:39:35","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","33", "Settle Current And Create New Auction"
"0x3c5f95e1680800b1aae8dcac99d6be5efe5e848323a43ba9bf0b55ceb53412fc","15745507","1665740375","2022-10-14 09:39:35","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","33", "Settle Current And Create New Auction"
"0x4cd6d8601f78f55bedbe0096f51a630933a5ea20024c9209639cc5a542b0a2f7","15749157","1665784367","2022-10-14 21:52:47","0x5fd95a5af4e60b9b796cca6feb44273359929ea8","0x14ab7ae4fa2820be8bc32044fe5279b56ccbcc34","33", "Settle Current And Create New Auction"
"0x4cd6d8601f78f55bedbe0096f51a630933a5ea20024c9209639cc5a542b0a2f7","15749157","1665784367","2022-10-14 21:52:47","0x0000000000000000000000000000000000000000","0x553826cb0d0ee63155920f42b4e60aae6607dfcb","34", "Settle Current And Create New Auction"
